symbol,companyName,industry
JINDALSTEL,JINDAL STEEL LIMITED,Iron & Steel
KELLTONTEC,Kellton Tech Solutions Limited,IT Enabled Services
TRIDENT,Trident Limited,Other Textile Products
ACCURACY,Accuracy Shipping Limited,Logistics Solution Provider
DCBBANK,DCB Bank Limited,Private Sector Bank
RAMKY,Ramky Infrastructure Limited,Civil Construction
CNL,Creative Newtech Limited,Trading & Distributors
UEL,Ujaas Energy Limited,Power Generation
BALUFORGE,Balu Forge Industries Limited,Castings & Forgings
ACCELYA,Accelya Solutions India Limited,Computers - Software & Consulting
GENESYS,Genesys International Corporation Limited,IT Enabled Services
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,Life Insurance
ZEEL,Zee Entertainment Enterprises Limited,TV Broadcasting & Software Production
SHRIRAMFIN,Shriram Finance Limited,Non Banking Financial Company (NBFC)
DALMIASUG,Dalmia Bharat Sugar and Industries Limited,Sugar
BAJAJHLDNG,Bajaj Holdings & Investment Limited,Holding Company
JAIBALAJI,Jai Balaji Industries Limited,Iron & Steel
NTPCGREEN,NTPC Green Energy Limited,Power Generation
RELIANCE,Reliance Industries Limited,Refineries & Marketing
GUJALKALI,Gujarat Alkalies and Chemicals Limited,Commodity Chemicals
EMSLIMITED,EMS Limited,Waste Management
PWL,Physicswallah Limited,E-Learning
BOROLTD,Borosil Limited,Houseware
BPCL,Bharat Petroleum Corporation Limited,Refineries & Marketing
RIIT,Raajmarg Infra Investment Trust,Road Assets - Toll Annuity Hybrid-Annuity
AMBEY,Ambey Laboratories Limited,Pesticides & Agrochemicals
MOL,Meghmani Organics Limited,Pesticides & Agrochemicals
DLF,DLF Limited,Residential Commercial Projects
HCC,Hindustan Construction Company Limited,Civil Construction
EIHOTEL,EIH Limited,Hotels & Resorts
NAUKRI,Info Edge (India) Limited,Internet & Catalogue Retail
DPWIRES,D P Wires Limited,Iron & Steel Products
HDFCAMC,HDFC Asset Management Company Limited,Asset Management Company
NINSYS,NINtec Systems Limited,Computers - Software & Consulting
PHOENIXLTD,The Phoenix Mills Limited,Residential Commercial Projects
NGIL,Nakoda Group of Industries Limited,Packaged Foods
ROSSELLIND,Rossell India Limited,Tea & Coffee
SUPREMEIND,Supreme Industries Limited,Plastic Products - Industrial
HALDYNGL,Haldyn Glass Limited,Packaging
REPCOHOME,Repco Home Finance Limited,Housing Finance Company
IRCON,Ircon International Limited,Civil Construction
IOC,Indian Oil Corporation Limited,Refineries & Marketing
TRITURBINE,Triveni Turbine Limited,Heavy Electrical Equipment
VASCONEQ,Vascon Engineers Limited,Residential Commercial Projects
THANGAMAYL,Thangamayil Jewellery Limited,Gems Jewellery And Watches
AETHER,Aether Industries Limited,Specialty Chemicals
SURYODAY,Suryoday Small Finance Bank Limited,Other Bank
GEOJITFSL,Geojit Financial Services Limited,Stockbroking & Allied
CGRAPHICS,Creative Graphics Solutions India Limited,Other Industrial Products
DOMS,DOMS Industries Limited,Stationary
INDHOTEL,The Indian Hotels Company Limited,Hotels & Resorts
OMAXE,Omaxe Limited,Residential Commercial Projects
LATENTVIEW,Latent View Analytics Limited,Computers - Software & Consulting
DONEAR,Donear Industries Limited,Other Textile Products
DLINKINDIA,D-Link (India) Limited,Computers Hardware & Equipments
KDDL,KDDL Limited,Gems Jewellery And Watches
MURUDCERA,Murudeshwar Ceramics Limited,Ceramics
RSYSTEMS,R Systems International Limited,IT Enabled Services
ETHOSLTD,Ethos Limited,Gems Jewellery And Watches
EUROPRATIK,Euro Pratik Sales Limited,Furniture Home Furnishing
