symbol,companyName,industry,isin,sector,basic_industry
EXPLEOSOL,Expleo Solutions Limited,IT Enabled Services,INE201K01015,,
GOODLUCK,Goodluck India Limited,Iron & Steel Products,INE127I01024,,
JUBLINGREA,Jubilant Ingrevia Limited,Specialty Chemicals,INE0BY001018,,
ADANIENSOL,Adani Energy Solutions Limited,Power Distribution,INE931S01010,,
UJJIVANSFB,Ujjivan Small Finance Bank Limited,Other Bank,INE551W01018,,
GPPL,Gujarat Pipavav Port Limited,Port & Port services,INE517F01014,,
GODREJIND,Godrej Industries Limited,Diversified,INE233A01035,Diversified,Diversified
SUNCLAY,Sundaram Clayton Limited,Auto Components & Equipments,INE0Q3R01026,Automobile and Auto Components,Auto Components & Equipments
KFINTECH,Kfin Technologies Limited,Depositories Clearing Houses and Other Intermediaries,INE138Y01010,,
HDFCLIFE,HDFC Life Insurance Company Limited,Life Insurance,INE795G01014,,
ONMOBILE,OnMobile Global Limited,Web based media and service,INE809I01019,,
VSTIND,VST Industries Limited,Cigarettes & Tobacco Products,INE710A01016,Fast Moving Consumer Goods,Cigarettes & Tobacco Products
JINDALSAW,Jindal Saw Limited,Iron & Steel Products,INE324A01032,,
BESTAGRO,Best Agrolife Limited,Pesticides & Agrochemicals,INE052T01021,,
RAYMONDLSL,Raymond Lifestyle Limited,Other Textile Products,INE02ID01020,,
KICL,Kalyani Investment Company Limited,Investment Company,INE029L01018,,
IBULLSLTD,Indiabulls Limited,Diversified Commercial Services,INE126M01010,Metals & Mining,Diversified Metals
TATATECH,Tata Technologies Limited,IT Enabled Services,INE142M01025,,
TIMEX,Timex Group India Limited,Gems Jewellery And Watches,INE064A01026,,
MASTEK,Mastek Limited,Computers - Software & Consulting,INE759A01021,,
BYKE,The Byke Hospitality Ltd,Hotels & Resorts,INE319B01014,,
WHEELS,Wheels India Limited,Auto Components & Equipments,INE715A01015,Automobile and Auto Components,Auto Components & Equipments
PRINCEPIPE,Prince Pipes And Fittings Limited,Plastic Products - Industrial,INE689W01016,,
OSWALPUMPS,Oswal Pumps Limited,Compressors Pumps & Diesel Engines,INE0BYP01024,,
PNGJL,P N Gadgil Jewellers Limited,Gems Jewellery And Watches,INE953R01016,,
KIRLOSIND,Kirloskar Industries Limited,Other Industrial Products,INE250A01039,,
ELECON,Elecon Engineering Company Limited,Heavy Electrical Equipment,INE205B01031,,
VARDMNPOLY,Vardhman Polytex Limited,Other Textile Products,INE835A01029,,
ALIVUS,Alivus Life Sciences Limited,Pharmaceuticals,INE03Q201024,Healthcare,Pharmaceuticals
SALZERELEC,Salzer Electronics Limited,Other Electrical Equipment,INE457F01013,,
GODFRYPHLP,Godfrey Phillips India Limited,Cigarettes & Tobacco Products,INE260B01028,Fast Moving Consumer Goods,Cigarettes & Tobacco Products
MMTC,MMTC Limited,Trading & Distributors,INE123F01029,,
CERA,Cera Sanitaryware Limited,Sanitary Ware,INE739E01017,,
JPOLYINVST,Jindal Poly Investment and Finance Company Limited,Investment Company,INE147P01019,,
STYLEBAAZA,Baazar Style Retail Limited,Speciality Retail,INE01FR01028,,
LXCHEM,Laxmi Organic Industries Limited,Specialty Chemicals,INE576O01020,,
KIRIINDUS,Kiri Industries Limited,Dyes And Pigments,INE415I01015,,
ORIANA,Oriana Power Limited,Other Electrical Equipment,INE0OUT01019,,
MOSCHIP,Moschip Technologies Limited,Computers Hardware & Equipments,INE935B01025,,
PAGEIND,Page Industries Limited,Garments & Apparels,INE761H01022,,
LOTUSDEV,Sri Lotus Developers and Realty Limited,Residential Commercial Projects,INE0V9Q01010,,
DIACABS,Diamond Power Infrastructure Limited,Other Electrical Equipment,INE989C01038,,
5PAISA,5Paisa Capital Limited,Stockbroking & Allied,INE618L01018,,
JINDALSTEL,JINDAL STEEL LIMITED,Iron & Steel,INE749A01030,,
KELLTONTEC,Kellton Tech Solutions Limited,IT Enabled Services,INE164B01030,,
SJS,S.J.S. Enterprises Limited,Auto Components & Equipments,INE284S01014,Automobile and Auto Components,Auto Components & Equipments
TRIDENT,Trident Limited,Other Textile Products,INE064C01022,,
ACCURACY,Accuracy Shipping Limited,Logistics Solution Provider,INE648Z01023,,
ASHAPURMIN,Ashapura Minechem Limited,Industrial Minerals,INE348A01023,Capital Goods,Railway Wagons
DCBBANK,DCB Bank Limited,Private Sector Bank,INE503A01015,,
RAMKY,Ramky Infrastructure Limited,Civil Construction,INE874I01013,,
CNL,Creative Newtech Limited,Trading & Distributors,INE985W01018,,
UEL,Ujaas Energy Limited,Power Generation,INE899L01030,,
BALUFORGE,Balu Forge Industries Limited,Castings & Forgings,INE011E01029,,
ACCELYA,Accelya Solutions India Limited,Computers - Software & Consulting,INE793A01012,,
GENESYS,Genesys International Corporation Limited,IT Enabled Services,INE727B01026,,
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,Life Insurance,INE726G01019,,
ZEEL,Zee Entertainment Enterprises Limited,TV Broadcasting & Software Production,INE256A01028,,
NEPHROPLUS,Nephrocare Health Services Limited,Healthcare Service Provider,INE428V01029,Healthcare,Medical Equipment & Supplies
GLAND,Gland Pharma Limited,Pharmaceuticals,INE068V01023,Healthcare,Pharmaceuticals
SHRIRAMFIN,Shriram Finance Limited,Non Banking Financial Company (NBFC),INE721A01047,,
EXIDEIND,Exide Industries Limited,Auto Components & Equipments,INE302A01020,Automobile and Auto Components,Auto Components & Equipments
IOB,Indian Overseas Bank,Public Sector Bank,INE565A01014,Services,Urban Local Bodies
UNIONBANK,Union Bank of India,Public Sector Bank,INE692A01016,Services,Urban Local Bodies
INOXGREEN,Inox Green Energy Services Limited,Diversified Commercial Services,INE510W01014,Metals & Mining,Diversified Metals
AARTIDRUGS,Aarti Drugs Limited,Pharmaceuticals,INE767A01016,Healthcare,Pharmaceuticals
DALMIASUG,Dalmia Bharat Sugar and Industries Limited,Sugar,INE495A01022,,
BAJAJHLDNG,Bajaj Holdings & Investment Limited,Holding Company,INE118A01012,,
JAIBALAJI,Jai Balaji Industries Limited,Iron & Steel,INE091G01026,,
INDIACEM,The India Cements Limited,Cement & Cement Products,INE383A01012,Construction Materials,Cement & Cement Products
NTPCGREEN,NTPC Green Energy Limited,Power Generation,INE0ONG01011,,
RELIANCE,Reliance Industries Limited,Refineries & Marketing,INE002A01018,,
GUJALKALI,Gujarat Alkalies and Chemicals Limited,Commodity Chemicals,INE186A01019,,
EMSLIMITED,EMS Limited,Waste Management,INE0OV601013,,
PWL,Physicswallah Limited,E-Learning,INE0LP301011,,
BOROLTD,Borosil Limited,Houseware,INE02PY01013,,
BPCL,Bharat Petroleum Corporation Limited,Refineries & Marketing,INE029A01011,,
RIIT,Raajmarg Infra Investment Trust,Road Assets - Toll Annuity Hybrid-Annuity,INE2PB023011,,
OPTIEMUS,Optiemus Infracom Limited,Telecom - Equipment & Accessories,INE350C01017,Telecommunication,Telecom - Equipment & Accessories
SAGCEM,Sagar Cements Limited,Cement & Cement Products,INE229C01021,Construction Materials,Cement & Cement Products
MSUMI,Motherson Sumi Wiring India Limited,Auto Components & Equipments,INE0FS801015,Automobile and Auto Components,Auto Components & Equipments
AMBEY,Ambey Laboratories Limited,Pesticides & Agrochemicals,INE0M3I01029,,
SBIN,State Bank of India,Public Sector Bank,INE062A01020,Services,Urban Local Bodies
MOL,Meghmani Organics Limited,Pesticides & Agrochemicals,INE0CT101020,,
DLF,DLF Limited,Residential Commercial Projects,INE271C01023,,
HCC,Hindustan Construction Company Limited,Civil Construction,INE549A01026,,
EIHOTEL,EIH Limited,Hotels & Resorts,INE230A01023,,
NAUKRI,Info Edge (India) Limited,Internet & Catalogue Retail,INE663F01032,,
DPWIRES,D P Wires Limited,Iron & Steel Products,INE864X01013,,
HDFCAMC,HDFC Asset Management Company Limited,Asset Management Company,INE127D01025,,
NINSYS,NINtec Systems Limited,Computers - Software & Consulting,INE395U01014,,
PHOENIXLTD,The Phoenix Mills Limited,Residential Commercial Projects,INE211B01039,,
METROPOLIS,Metropolis Healthcare Limited,Healthcare Service Provider,INE112L01020,Healthcare,Medical Equipment & Supplies
NGIL,Nakoda Group of Industries Limited,Packaged Foods,INE236Y01012,,
ROSSELLIND,Rossell India Limited,Tea & Coffee,INE847C01020,,
SUPREMEIND,Supreme Industries Limited,Plastic Products - Industrial,INE195A01028,,
HALDYNGL,Haldyn Glass Limited,Packaging,INE506D01020,,
REPCOHOME,Repco Home Finance Limited,Housing Finance Company,INE612J01015,,
IRCON,Ircon International Limited,Civil Construction,INE962Y01021,,
IKIO,IKIO Technologies Limited,Consumer Electronics,INE0LOJ01019,Consumer Durables,Cycles
IOC,Indian Oil Corporation Limited,Refineries & Marketing,INE242A01010,,
UMIYA-MRO,UMIYA BUILDCON LIMITED,Telecom - Equipment & Accessories,INE398B01018,Telecommunication,Telecom - Equipment & Accessories
PRECAM,Precision Camshafts Limited,Auto Components & Equipments,INE484I01029,Automobile and Auto Components,Auto Components & Equipments
TRITURBINE,Triveni Turbine Limited,Heavy Electrical Equipment,INE152M01016,,
AMRUTANJAN,Amrutanjan Health Care Limited,Pharmaceuticals,INE098F01031,Healthcare,Pharmaceuticals
CARYSIL,CARYSIL LIMITED,Household Appliances,INE482D01024,Fast Moving Consumer Goods,Household Products
CARRARO,Carraro India Limited,Auto Components & Equipments,INE0V7W01012,Automobile and Auto Components,Auto Components & Equipments
VASCONEQ,Vascon Engineers Limited,Residential Commercial Projects,INE893I01013,,
THANGAMAYL,Thangamayil Jewellery Limited,Gems Jewellery And Watches,INE085J01014,,
AETHER,Aether Industries Limited,Specialty Chemicals,INE0BWX01014,,
LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,Industrial Products,INE093R01011,Capital Goods,Cables - Electricals
LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,Industrial Products,INE093R01011,Capital Goods,Castings & Forgings
LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,Industrial Products,INE093R01011,Capital Goods,Packaging
LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,Industrial Products,INE093R01011,Capital Goods,Plastic Products - Industrial
LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,Industrial Products,INE093R01011,Capital Goods,Rubber
LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,Industrial Products,INE093R01011,Capital Goods,Other Industrial Products
LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,Industrial Products,INE093R01011,Capital Goods,Glass - Industrial
LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,Industrial Products,INE093R01011,Capital Goods,"Aluminium, Copper & Zinc Products"
LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,Industrial Products,INE093R01011,Capital Goods,Iron & Steel Products
LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,Industrial Products,INE093R01011,Capital Goods,Abrasives & Bearings
LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,Industrial Products,INE093R01011,Capital Goods,"Compressors, Pumps & Diesel Engines"
LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,Industrial Products,INE093R01011,Capital Goods,Electrodes & Refractories
TARACHAND,Tara Chand InfraLogistic Solutions Limited,Diversified Commercial Services,INE555Z01020,Metals & Mining,Diversified Metals
SURYODAY,Suryoday Small Finance Bank Limited,Other Bank,INE428Q01011,,
GEOJITFSL,Geojit Financial Services Limited,Stockbroking & Allied,INE007B01023,,
BIRLACABLE,Birla Cable Limited,Telecom - Equipment & Accessories,INE800A01015,Telecommunication,Telecom - Equipment & Accessories
CGRAPHICS,Creative Graphics Solutions India Limited,Other Industrial Products,INE0R7401011,,
DOMS,DOMS Industries Limited,Stationary,INE321T01012,,
INDHOTEL,The Indian Hotels Company Limited,Hotels & Resorts,INE053A01029,,
SHRIPISTON,Shriram Pistons & Rings Limited,Auto Components & Equipments,INE526E01018,Automobile and Auto Components,Auto Components & Equipments
OMAXE,Omaxe Limited,Residential Commercial Projects,INE800H01010,,
LATENTVIEW,Latent View Analytics Limited,Computers - Software & Consulting,INE0I7C01011,,
DONEAR,Donear Industries Limited,Other Textile Products,INE668D01028,,
DLINKINDIA,D-Link (India) Limited,Computers Hardware & Equipments,INE250K01012,,
JBMA,JBM Auto Limited,Auto Components & Equipments,INE927D01051,Automobile and Auto Components,Auto Components & Equipments
KDDL,KDDL Limited,Gems Jewellery And Watches,INE291D01011,,
GMMPFAUDLR,GMM Pfaudler Limited,Industrial Products,INE541A01023,Capital Goods,Cables - Electricals
GMMPFAUDLR,GMM Pfaudler Limited,Industrial Products,INE541A01023,Capital Goods,Castings & Forgings
GMMPFAUDLR,GMM Pfaudler Limited,Industrial Products,INE541A01023,Capital Goods,Packaging
GMMPFAUDLR,GMM Pfaudler Limited,Industrial Products,INE541A01023,Capital Goods,Plastic Products - Industrial
GMMPFAUDLR,GMM Pfaudler Limited,Industrial Products,INE541A01023,Capital Goods,Rubber
GMMPFAUDLR,GMM Pfaudler Limited,Industrial Products,INE541A01023,Capital Goods,Other Industrial Products
GMMPFAUDLR,GMM Pfaudler Limited,Industrial Products,INE541A01023,Capital Goods,Glass - Industrial
GMMPFAUDLR,GMM Pfaudler Limited,Industrial Products,INE541A01023,Capital Goods,"Aluminium, Copper & Zinc Products"
GMMPFAUDLR,GMM Pfaudler Limited,Industrial Products,INE541A01023,Capital Goods,Iron & Steel Products
GMMPFAUDLR,GMM Pfaudler Limited,Industrial Products,INE541A01023,Capital Goods,Abrasives & Bearings
GMMPFAUDLR,GMM Pfaudler Limited,Industrial Products,INE541A01023,Capital Goods,"Compressors, Pumps & Diesel Engines"
GMMPFAUDLR,GMM Pfaudler Limited,Industrial Products,INE541A01023,Capital Goods,Electrodes & Refractories
MURUDCERA,Murudeshwar Ceramics Limited,Ceramics,INE692B01014,,
RSYSTEMS,R Systems International Limited,IT Enabled Services,INE411H01032,,
ETHOSLTD,Ethos Limited,Gems Jewellery And Watches,INE04TZ01018,,
EUROPRATIK,Euro Pratik Sales Limited,Furniture Home Furnishing,INE198501012,,
ARIHANTCAP,Arihant Capital Markets Limited,Stockbroking & Allied,INE420B01036,,
HINDWAREAP,Hindware Home Innovation Limited,Sanitary Ware,INE05AN01011,,
ENTERO,Entero Healthcare Solutions Limited,Pharmacy Retail,INE010601016,,
BTML,Bodhi Tree Multimedia Limited,Digital Entertainment,INE0EEJ01023,,
KESORAMIND,Kesoram Industries Limited,Other Textile Products,INE087A01019,,
URBANCO,Urban Company Limited,E-Retail/ E-Commerce,INE0CAZ01013,,
NILAINFRA,Nila Infrastructures Limited,Residential Commercial Projects,INE937C01029,,
MPHASIS,MphasiS Limited,Computers - Software & Consulting,INE356A01018,,
RAMCOIND,Ramco Industries Limited,Other Construction Materials,INE614A01028,Construction Materials,Other Construction Materials
DEEPAKNTR,Deepak Nitrite Limited,Specialty Chemicals,INE288B01029,,
SANOFICONR,Sanofi Consumer Healthcare India Limited,Pharmaceuticals,INE0UOS01011,Healthcare,Pharmaceuticals
SBCL,Shivalik Bimetal Controls Limited,Iron & Steel Products,INE386D01027,,
HINDPETRO,Hindustan Petroleum Corporation Limited,Refineries & Marketing,INE094A01015,,
MUKKA,Mukka Proteins Limited,Animal Feed,INE0CG401037,,
SKFINDUS,SKF India (Industrial) Limited,Abrasives & Bearings,INE2J8701016,,
IMAGICAA,Imagicaaworld Entertainment Limited,Amusement Parks/ Other Recreation,INE172N01012,,
BHARATSE,Bharat Seats Limited,Auto Components & Equipments,INE415D01024,Automobile and Auto Components,Auto Components & Equipments
DISHTV,Dish TV India Limited,TV Broadcasting & Software Production,INE836F01026,,
ZOTA,Zota Health Care LImited,Pharmaceuticals,INE358U01012,Healthcare,Pharmaceuticals
NEULANDLAB,Neuland Laboratories Limited,Pharmaceuticals,INE794A01010,Healthcare,Pharmaceuticals
DOLPHIN,Dolphin Offshore Enterprises (India) Limited,Offshore Support Solution Drilling,INE920A01037,,
GSPL,Gujarat State Petronet Limited,Gas Transmission/Marketing,INE246F01010,,
EICHERMOT,Eicher Motors Limited,2/3 Wheelers,INE066A01021,,
PICCADIL,Piccadily Agro Industries Limited,Breweries & Distilleries,INE546C01010,,
ANUHPHR,Anuh Pharma Limited,Pharmaceuticals,INE489G01022,Healthcare,Pharmaceuticals
DHARMAJ,Dharmaj Crop Guard Limited,Pesticides & Agrochemicals,INE00OQ01016,,
MANORAMA,Manorama Industries Limited,Other Food Products,INE00VM01036,,
BBTC,The Bombay Burmah Trading Corporation Limited,Packaged Foods,INE050A01025,,
PRECWIRE,Precision Wires India Limited,Aluminium Copper & Zinc Products,INE372C01037,,
WIPL,The Western India Plywoods Limited,Plywood Boards/ Laminates,INE215F01023,,
TALBROAUTO,Talbros Automotive Components Limited,Auto Components & Equipments,INE187D01029,Automobile and Auto Components,Auto Components & Equipments
MARINE,Marine Electricals (India) Limited,Industrial Products,INE01JE01028,Capital Goods,Cables - Electricals
MARINE,Marine Electricals (India) Limited,Industrial Products,INE01JE01028,Capital Goods,Castings & Forgings
MARINE,Marine Electricals (India) Limited,Industrial Products,INE01JE01028,Capital Goods,Packaging
MARINE,Marine Electricals (India) Limited,Industrial Products,INE01JE01028,Capital Goods,Plastic Products - Industrial
MARINE,Marine Electricals (India) Limited,Industrial Products,INE01JE01028,Capital Goods,Rubber
MARINE,Marine Electricals (India) Limited,Industrial Products,INE01JE01028,Capital Goods,Other Industrial Products
MARINE,Marine Electricals (India) Limited,Industrial Products,INE01JE01028,Capital Goods,Glass - Industrial
MARINE,Marine Electricals (India) Limited,Industrial Products,INE01JE01028,Capital Goods,"Aluminium, Copper & Zinc Products"
MARINE,Marine Electricals (India) Limited,Industrial Products,INE01JE01028,Capital Goods,Iron & Steel Products
MARINE,Marine Electricals (India) Limited,Industrial Products,INE01JE01028,Capital Goods,Abrasives & Bearings
MARINE,Marine Electricals (India) Limited,Industrial Products,INE01JE01028,Capital Goods,"Compressors, Pumps & Diesel Engines"
MARINE,Marine Electricals (India) Limited,Industrial Products,INE01JE01028,Capital Goods,Electrodes & Refractories
GREENPLY,Greenply Industries Limited,Plywood Boards/ Laminates,INE461C01038,,
SUNPHARMA,Sun Pharmaceutical Industries Limited,Pharmaceuticals,INE044A01036,Healthcare,Pharmaceuticals
STEELCAS,Steelcast Limited,Castings & Forgings,INE124E01038,,
EPACKPEB,EPack Prefab Technologies Limited,Industrial Products,INE0MLS01022,Capital Goods,Cables - Electricals
EPACKPEB,EPack Prefab Technologies Limited,Industrial Products,INE0MLS01022,Capital Goods,Castings & Forgings
EPACKPEB,EPack Prefab Technologies Limited,Industrial Products,INE0MLS01022,Capital Goods,Packaging
EPACKPEB,EPack Prefab Technologies Limited,Industrial Products,INE0MLS01022,Capital Goods,Plastic Products - Industrial
EPACKPEB,EPack Prefab Technologies Limited,Industrial Products,INE0MLS01022,Capital Goods,Rubber
EPACKPEB,EPack Prefab Technologies Limited,Industrial Products,INE0MLS01022,Capital Goods,Other Industrial Products
EPACKPEB,EPack Prefab Technologies Limited,Industrial Products,INE0MLS01022,Capital Goods,Glass - Industrial
EPACKPEB,EPack Prefab Technologies Limited,Industrial Products,INE0MLS01022,Capital Goods,"Aluminium, Copper & Zinc Products"
EPACKPEB,EPack Prefab Technologies Limited,Industrial Products,INE0MLS01022,Capital Goods,Iron & Steel Products
EPACKPEB,EPack Prefab Technologies Limited,Industrial Products,INE0MLS01022,Capital Goods,Abrasives & Bearings
EPACKPEB,EPack Prefab Technologies Limited,Industrial Products,INE0MLS01022,Capital Goods,"Compressors, Pumps & Diesel Engines"
EPACKPEB,EPack Prefab Technologies Limited,Industrial Products,INE0MLS01022,Capital Goods,Electrodes & Refractories
LEXUS,Lexus Granito (India) Limited,Ceramics,INE500X01013,,
NEOGEN,Neogen Chemicals Limited,Specialty Chemicals,INE136S01016,,
SBILIFE,SBI Life Insurance Company Limited,Life Insurance,INE123W01016,,
LINC,Linc Limited,Stationary,INE802B01027,,
KIRLPNU,Kirloskar Pneumatic Company Limited,Compressors Pumps & Diesel Engines,INE811A01020,,
MBEL,M & B Engineering Limited,Civil Construction,INE08N601015,,
GMRAIRPORT,GMR AIRPORTS LIMITED,Airport & Airport services,INE776C01039,,
DOLATALGO,Dolat Algotech Limited,Stockbroking & Allied,INE966A01022,,
JSFB,Jana Small Finance Bank Limited,Other Bank,INE953L01027,,
DCMSIL,DCM Shriram International Limited,Other Textile Products,INE0OU201013,,
RRKABEL,R R Kabel Limited,Cables - Electricals,INE777K01022,,
CUBEXTUB,Cubex Tubings Limited,Aluminium Copper & Zinc Products,INE144D01012,,
RUBYMILLS,The Ruby Mills Limited,Other Textile Products,INE301D01026,,
DBL,Dilip Buildcon Limited,Civil Construction,INE917M01012,,
HONDAPOWER,Honda India Power Products Limited,Industrial Products,INE634A01018,Capital Goods,Cables - Electricals
HONDAPOWER,Honda India Power Products Limited,Industrial Products,INE634A01018,Capital Goods,Castings & Forgings
HONDAPOWER,Honda India Power Products Limited,Industrial Products,INE634A01018,Capital Goods,Packaging
HONDAPOWER,Honda India Power Products Limited,Industrial Products,INE634A01018,Capital Goods,Plastic Products - Industrial
HONDAPOWER,Honda India Power Products Limited,Industrial Products,INE634A01018,Capital Goods,Rubber
HONDAPOWER,Honda India Power Products Limited,Industrial Products,INE634A01018,Capital Goods,Other Industrial Products
HONDAPOWER,Honda India Power Products Limited,Industrial Products,INE634A01018,Capital Goods,Glass - Industrial
HONDAPOWER,Honda India Power Products Limited,Industrial Products,INE634A01018,Capital Goods,"Aluminium, Copper & Zinc Products"
HONDAPOWER,Honda India Power Products Limited,Industrial Products,INE634A01018,Capital Goods,Iron & Steel Products
HONDAPOWER,Honda India Power Products Limited,Industrial Products,INE634A01018,Capital Goods,Abrasives & Bearings
HONDAPOWER,Honda India Power Products Limited,Industrial Products,INE634A01018,Capital Goods,"Compressors, Pumps & Diesel Engines"
HONDAPOWER,Honda India Power Products Limited,Industrial Products,INE634A01018,Capital Goods,Electrodes & Refractories
BODALCHEM,Bodal Chemicals Limited,Dyes And Pigments,INE338D01028,,
NATIONALUM,National Aluminium Company Limited,Aluminium,INE139A01034,,
GMBREW,GM Breweries Limited,Breweries & Distilleries,INE075D01018,,
WONDERLA,Wonderla Holidays Limited,Amusement Parks/ Other Recreation,INE066O01014,,
INTLCONV,International Conveyors Limited,Industrial Products,INE575C01027,Capital Goods,Cables - Electricals
INTLCONV,International Conveyors Limited,Industrial Products,INE575C01027,Capital Goods,Castings & Forgings
INTLCONV,International Conveyors Limited,Industrial Products,INE575C01027,Capital Goods,Packaging
INTLCONV,International Conveyors Limited,Industrial Products,INE575C01027,Capital Goods,Plastic Products - Industrial
INTLCONV,International Conveyors Limited,Industrial Products,INE575C01027,Capital Goods,Rubber
INTLCONV,International Conveyors Limited,Industrial Products,INE575C01027,Capital Goods,Other Industrial Products
INTLCONV,International Conveyors Limited,Industrial Products,INE575C01027,Capital Goods,Glass - Industrial
INTLCONV,International Conveyors Limited,Industrial Products,INE575C01027,Capital Goods,"Aluminium, Copper & Zinc Products"
INTLCONV,International Conveyors Limited,Industrial Products,INE575C01027,Capital Goods,Iron & Steel Products
INTLCONV,International Conveyors Limited,Industrial Products,INE575C01027,Capital Goods,Abrasives & Bearings
INTLCONV,International Conveyors Limited,Industrial Products,INE575C01027,Capital Goods,"Compressors, Pumps & Diesel Engines"
INTLCONV,International Conveyors Limited,Industrial Products,INE575C01027,Capital Goods,Electrodes & Refractories
UFBL,United Foodbrands Limited,Restaurants,INE382M01027,,
SIKA,Sika Interplant Systems Limited,Aerospace & Defense,INE438E01032,Capital Goods,Aerospace & Defense
JKTYRE,JK Tyre & Industries Limited,Tyres & Rubber Products,INE573A01042,,
RAMCOCEM,The Ramco Cements Limited,Cement & Cement Products,INE331A01037,Construction Materials,Cement & Cement Products
ICEMAKE,Ice Make Refrigeration Limited,Industrial Products,INE520Y01019,Capital Goods,Cables - Electricals
ICEMAKE,Ice Make Refrigeration Limited,Industrial Products,INE520Y01019,Capital Goods,Castings & Forgings
ICEMAKE,Ice Make Refrigeration Limited,Industrial Products,INE520Y01019,Capital Goods,Packaging
ICEMAKE,Ice Make Refrigeration Limited,Industrial Products,INE520Y01019,Capital Goods,Plastic Products - Industrial
ICEMAKE,Ice Make Refrigeration Limited,Industrial Products,INE520Y01019,Capital Goods,Rubber
ICEMAKE,Ice Make Refrigeration Limited,Industrial Products,INE520Y01019,Capital Goods,Other Industrial Products
ICEMAKE,Ice Make Refrigeration Limited,Industrial Products,INE520Y01019,Capital Goods,Glass - Industrial
ICEMAKE,Ice Make Refrigeration Limited,Industrial Products,INE520Y01019,Capital Goods,"Aluminium, Copper & Zinc Products"
ICEMAKE,Ice Make Refrigeration Limited,Industrial Products,INE520Y01019,Capital Goods,Iron & Steel Products
ICEMAKE,Ice Make Refrigeration Limited,Industrial Products,INE520Y01019,Capital Goods,Abrasives & Bearings
ICEMAKE,Ice Make Refrigeration Limited,Industrial Products,INE520Y01019,Capital Goods,"Compressors, Pumps & Diesel Engines"
ICEMAKE,Ice Make Refrigeration Limited,Industrial Products,INE520Y01019,Capital Goods,Electrodes & Refractories
COFORGE,Coforge Limited,Computers - Software & Consulting,INE591G01025,,
MFSL,Max Financial Services Limited,Life Insurance,INE180A01020,,
AADHARHFC,Aadhar Housing Finance Limited,Housing Finance Company,INE883F01010,,
MAMATA,Mamata Machinery Limited,Industrial Products,INE0TO701015,Capital Goods,Cables - Electricals
MAMATA,Mamata Machinery Limited,Industrial Products,INE0TO701015,Capital Goods,Castings & Forgings
MAMATA,Mamata Machinery Limited,Industrial Products,INE0TO701015,Capital Goods,Packaging
MAMATA,Mamata Machinery Limited,Industrial Products,INE0TO701015,Capital Goods,Plastic Products - Industrial
MAMATA,Mamata Machinery Limited,Industrial Products,INE0TO701015,Capital Goods,Rubber
MAMATA,Mamata Machinery Limited,Industrial Products,INE0TO701015,Capital Goods,Other Industrial Products
MAMATA,Mamata Machinery Limited,Industrial Products,INE0TO701015,Capital Goods,Glass - Industrial
MAMATA,Mamata Machinery Limited,Industrial Products,INE0TO701015,Capital Goods,"Aluminium, Copper & Zinc Products"
MAMATA,Mamata Machinery Limited,Industrial Products,INE0TO701015,Capital Goods,Iron & Steel Products
MAMATA,Mamata Machinery Limited,Industrial Products,INE0TO701015,Capital Goods,Abrasives & Bearings
MAMATA,Mamata Machinery Limited,Industrial Products,INE0TO701015,Capital Goods,"Compressors, Pumps & Diesel Engines"
MAMATA,Mamata Machinery Limited,Industrial Products,INE0TO701015,Capital Goods,Electrodes & Refractories
KIRLFER,Kirloskar Ferrous Industries Limited,Pig Iron,INE884B01025,,
RELIGARE,Religare Enterprises Limited,Investment Company,INE621H01010,,
HARRMALAYA,Harrisons  Malayalam Limited,Rubber,INE544A01019,,
CIPLA,Cipla Limited,Pharmaceuticals,INE059A01026,Healthcare,Pharmaceuticals
KSR,KSR Footwear Limited,Footwear,INE1SPP01016,,
ARTEMISMED,Artemis Medicare Services Limited,Hospital,INE025R01021,,
INDIGOPNTS,Indigo Paints Limited,Paints,INE09VQ01012,,
RAMASTEEL,Rama Steel Tubes Limited,Iron & Steel Products,INE230R01035,,
WEWORK,WeWork India Management Limited,Diversified Commercial Services,INE085001019,Metals & Mining,Diversified Metals
ICICIBANK,ICICI Bank Limited,Private Sector Bank,INE090A01021,,
DELTACORP,Delta Corp Limited,Amusement Parks/ Other Recreation,INE124G01033,,
RADIANTCMS,Radiant Cash Management Services Limited,Diversified Commercial Services,INE855R01021,Metals & Mining,Diversified Metals
BIKAJI,Bikaji Foods International Limited,Packaged Foods,INE00E101023,,
AFCONS,Afcons Infrastructure Limited,Civil Construction,INE101I01011,,
HDFCBANK,HDFC Bank Limited,Private Sector Bank,INE040A01034,,
FLAIR,Flair Writing Industries Limited,Stationary,INE00Y201027,,
