symbol,company_name,sector,industry,exchange
SGMART.NS,SG Mart Ltd.,Industrials,Industrial - Distribution,NSE
SILKFLEX.NS,Silkflex Polymers (India) Ltd.,Industrials,Industrial - Distribution,NSE
VISAMAN.NS,Visaman Global Sales Ltd.,Industrials,Industrial - Distribution,NSE
ATLANTAA.NS,Atlantaa Ltd.,Industrials,Industrial - Infrastructure Operations,NSE
BRNL.NS,Bharat Road Network Limited,Industrials,Industrial - Infrastructure Operations,NSE
GAYAHWS.NS,Gayatri Highways Limited,Industrials,Industrial - Infrastructure Operations,NSE
GMRP&UI.NS,GMR Power And Urban Infra Limited,Industrials,Industrial - Infrastructure Operations,NSE
HILINFRA.NS,Highway Infrastructure Limited,Industrials,Industrial - Infrastructure Operations,NSE
IL&FSTRANS.NS,IL&FS Transportation Networks Limited,Industrials,Industrial - Infrastructure Operations,NSE
IRBINVIT.NS,IRB InvIT Fund,Industrials,Industrial - Infrastructure Operations,NSE
IRB.NS,IRB Infrastructure Developers Limited,Industrials,Industrial - Infrastructure Operations,NSE
MARKOLINES.NS,Markolines Pavement Technologies Ltd.,Industrials,Industrial - Infrastructure Operations,NSE
MEP.NS,MEP Infrastructure Developers Limited,Industrials,Industrial - Infrastructure Operations,NSE
NOIDATOLL.NS,Noida Toll Bridge Company Limited,Industrials,Industrial - Infrastructure Operations,NSE
AARON.NS,Aaron Industries Limited,Industrials,Industrial - Machinery,NSE
ABB.NS,ABB India Limited,Industrials,Industrial - Machinery,NSE
ADOR.NS,Ador Welding Limited,Industrials,Industrial - Machinery,NSE
AFFORDABLE.NS,Affordable Robotic & Automation Ltd.,Industrials,Industrial - Machinery,NSE
AIAENG.NS,AIA Engineering Limited,Industrials,Industrial - Machinery,NSE
AMEYA.NS,Ameya Precision Engineers Ltd.,Industrials,Industrial - Machinery,NSE
ANUP.NS,The Anup Engineering Limited,Industrials,Industrial - Machinery,NSE
ATAM.NS,Atam Valves Limited,Industrials,Industrial - Machinery,NSE
AUROIMPEX.NS,Auro Impex & Chemicals Ltd.,Industrials,Industrial - Machinery,NSE
AZAD.NS,Azad Engineering Limited,Industrials,Industrial - Machinery,NSE
BEWLTD.NS,BEW Engineering Ltd.,Industrials,Industrial - Machinery,NSE
BHEL.NS,Bharat Heavy Electricals Limited,Industrials,Industrial - Machinery,NSE
BLUESTARCO.NS,Blue Star Limited,Industrials,Industrial - Machinery,NSE
CUMMINSIND.NS,Cummins India Limited,Industrials,Industrial - Machinery,NSE
DELTAMAGNT.NS,Delta Manufacturing Limited,Industrials,Industrial - Machinery,NSE
DIFFNKG.NS,Diffusion Engineers Limited,Industrials,Industrial - Machinery,NSE
DUCON.NS,Ducon Infratechnologies Limited,Industrials,Industrial - Machinery,NSE
EKC.NS,Everest Kanto Cylinder Limited,Industrials,Industrial - Machinery,NSE
ELECON.NS,Elecon Engineering Company Limited,Industrials,Industrial - Machinery,NSE
ELGIEQUIP.NS,Elgi Equipments Limited,Industrials,Industrial - Machinery,NSE
EMKAYTOOLS.NS,Emkay Taps & Cutting Tools Ltd.,Industrials,Industrial - Machinery,NSE
EMMIL.NS,Energy-Mission Machineries (India) Ltd.,Industrials,Industrial - Machinery,NSE
GALAPREC.NS,Gala Precision Engineering Ltd.,Industrials,Industrial - Machinery,NSE
GLOBALPET.NS,Global Pet Industries Ltd.,Industrials,Industrial - Machinery,NSE
GMMPFAUDLR.NS,GMM Pfaudler Limited,Industrials,Industrial - Machinery,NSE
GREAVESCOT.NS,Greaves Cotton Limited,Industrials,Industrial - Machinery,NSE
GUJAPOLLO.NS,Gujarat Apollo Industries Limited,Industrials,Industrial - Machinery,NSE
HLEGLAS.NS,HLE Glascoat Limited,Industrials,Industrial - Machinery,NSE
HONDAPOWER.NS,Honda India Power Products Limited,Industrials,Industrial - Machinery,NSE
ICEMAKE.NS,Ice Make Refrigeration Limited,Industrials,Industrial - Machinery,NSE
INGERRAND.NS,Ingersoll-Rand (India) Limited,Industrials,Industrial - Machinery,NSE
INOXINDIA.NS,INOX India Limited,Industrials,Industrial - Machinery,NSE
INTLCONV.NS,International Conveyors Limited,Industrials,Industrial - Machinery,NSE
ISGEC.NS,Isgec Heavy Engineering Limited,Industrials,Industrial - Machinery,NSE
JASH.NS,Jash Engineering Limited,Industrials,Industrial - Machinery,NSE
JNKINDIA.NS,JNK India Ltd.,Industrials,Industrial - Machinery,NSE
JYOTICNC.NS,Jyoti CNC Automation Limited,Industrials,Industrial - Machinery,NSE
JYOTISTRUC.NS,Jyoti Structures Limited,Industrials,Industrial - Machinery,NSE
KABRAEXTRU.NS,Kabra Extrusiontechnik Limited,Industrials,Industrial - Machinery,NSE
KAYNES.NS,Kaynes Technology India Limited,Industrials,Industrial - Machinery,NSE
KECL.NS,Kirloskar Electric Company Limited,Industrials,Industrial - Machinery,NSE
KIRLOSBROS.NS,Kirloskar Brothers Limited,Industrials,Industrial - Machinery,NSE
KIRLOSENG.NS,Kirloskar Oil Engines Limited,Industrials,Industrial - Machinery,NSE
KIRLPNU.NS,Kirloskar Pneumatic Company Limited,Industrials,Industrial - Machinery,NSE
KSB.NS,KSB Limited,Industrials,Industrial - Machinery,NSE
LATTEYS.NS,Latteys Industries Limited,Industrials,Industrial - Machinery,NSE
LLOYDSENGG.NS,Lloyds Engineering Works Limited,Industrials,Industrial - Machinery,NSE
LMW.NS,LMW Ltd.,Industrials,Industrial - Machinery,NSE
LOKESHMACH.NS,Lokesh Machines Limited,Industrials,Industrial - Machinery,NSE
MACPOWER.NS,Macpower CNC Machines Limited,Industrials,Industrial - Machinery,NSE
MAMATA.NS,Mamata Machinery Ltd.,Industrials,Industrial - Machinery,NSE
MANUGRAPH.NS,Manugraph India Limited,Industrials,Industrial - Machinery,NSE
MAZDA.NS,Mazda Limited,Industrials,Industrial - Machinery,NSE
MEGATHERM.NS,Megatherm Induction Ltd.,Industrials,Industrial - Machinery,NSE
MTARTECH.NS,MTAR Technologies Limited,Industrials,Industrial - Machinery,NSE
NIBE.NS,Nibe Ltd.,Industrials,Industrial - Machinery,NSE
PENIND.NS,Pennar Industries Limited,Industrials,Industrial - Machinery,NSE
PENTAGON.NS,Pentagon Rubber Ltd.,Industrials,Industrial - Machinery,NSE
PIXTRANS.NS,PIX Transmissions Limited,Industrials,Industrial - Machinery,NSE
POLYSIL.NS,Polysil Irrigation Systems Ltd.,Industrials,Industrial - Machinery,NSE
PREMIER.NS,Premier Limited,Industrials,Industrial - Machinery,NSE
PRESSTONIC.NS,Presstonic Engineering Ltd.,Industrials,Industrial - Machinery,NSE
PRITIKAUTO.NS,Pritika Auto Industries Limited,Industrials,Industrial - Machinery,NSE
RAJOOENG.NS,Rajoo Engineers Ltd.,Industrials,Industrial - Machinery,NSE
ROTO.NS,Roto Pumps Limited,Industrials,Industrial - Machinery,NSE
SCML.NS,Sharp Chucks & Machines Ltd.,Industrials,Industrial - Machinery,NSE
SETL.NS,Standard Engineering Technology Limited,Industrials,Industrial - Machinery,NSE
SHAKTIPUMP.NS,Shakti Pumps (India) Limited,Industrials,Industrial - Machinery,NSE
SHANTIGEAR.NS,Shanthi Gears Limited,Industrials,Industrial - Machinery,NSE
SIEMENS.NS,Siemens Limited,Industrials,Industrial - Machinery,NSE
SOMICONVEY.NS,Somi Conveyor Beltings Limited,Industrials,Industrial - Machinery,NSE
SONAMAC.NS,Sona Machinery Ltd.,Industrials,Industrial - Machinery,NSE
SWASTIK.NS,Swastik Pipe Ltd.,Industrials,Industrial - Machinery,NSE
TARAPUR.NS,Tarapur Transformers Limited,Industrials,Industrial - Machinery,NSE
TDPOWERSYS.NS,TD Power Systems Limited,Industrials,Industrial - Machinery,NSE
TEGA.NS,Tega Industries Limited,Industrials,Industrial - Machinery,NSE
TEXRAIL.NS,Texmaco Rail & Engineering Limited,Industrials,Industrial - Machinery,NSE
THEJO.NS,Thejo Engineering Limited,Industrials,Industrial - Machinery,NSE
THERMAX.NS,Thermax Limited,Industrials,Industrial - Machinery,NSE
TRF.NS,TRF Limited,Industrials,Industrial - Machinery,NSE
TRITURBINE.NS,Triveni Turbine Limited,Industrials,Industrial - Machinery,NSE
VESUVIUS.NS,Vesuvius India Limited,Industrials,Industrial - Machinery,NSE
VOLTAS.NS,Voltas Limited,Industrials,Industrial - Machinery,NSE
WINDMACHIN.NS,Windsor Machines Limited,Industrials,Industrial - Machinery,NSE
YUKEN.NS,Yuken India Limited,Industrials,Industrial - Machinery,NSE
BANKA.NS,Banka BioLoo Limited,Industrials,Industrial - Pollution & Treatment Controls,NSE
IONEXCHANG.NS,Ion Exchange (India) Limited,Industrials,Industrial - Pollution & Treatment Controls,NSE
GVT&D.NS,GE Vernova T&D India Limited,Industrials,Industrial - Specialties,NSE
ACCURACY.NS,Accuracy Shipping Limited,Industrials,Integrated Freight & Logistics,NSE
ALLCARGO.NS,Allcargo Logistics Limited,Industrials,Integrated Freight & Logistics,NSE
ARSHIYA.NS,Arshiya Limited,Industrials,Integrated Freight & Logistics,NSE
ATL.NS,Allcargo Terminals Limited,Industrials,Integrated Freight & Logistics,NSE
AVG.NS,AVG Logistics Limited,Industrials,Integrated Freight & Logistics,NSE
BLUEDART.NS,Blue Dart Express Limited,Industrials,Integrated Freight & Logistics,NSE
DELHIVERY.NS,Delhivery Limited,Industrials,Integrated Freight & Logistics,NSE
GATEWAY.NS,Gateway Distriparks Limited,Industrials,Integrated Freight & Logistics,NSE
JETFREIGHT.NS,Jet Freight Logistics Limited,Industrials,Integrated Freight & Logistics,NSE
JITFINFRA.NS,JITF Infralogistics Limited,Industrials,Integrated Freight & Logistics,NSE
JSWINFRA.NS,JSW Infrastructure Limited,Industrials,Integrated Freight & Logistics,NSE
MAHESHWARI.NS,Maheshwari Logistics Limited,Industrials,Integrated Freight & Logistics,NSE
MAHLOG.NS,Mahindra Logistics Limited,Industrials,Integrated Freight & Logistics,NSE
NAVKARCORP.NS,Navkar Corporation Limited,Industrials,Integrated Freight & Logistics,NSE
PATINTLOG.NS,Patel Integrated Logistics Limited,Industrials,Integrated Freight & Logistics,NSE
RITCO.NS,Ritco Logistics Limited,Industrials,Integrated Freight & Logistics,NSE
SICALLOG.NS,Sical Logistics Limited,Industrials,Integrated Freight & Logistics,NSE
SNOWMAN.NS,Snowman Logistics Limited,Industrials,Integrated Freight & Logistics,NSE
TCIEXP.NS,TCI Express Limited,Industrials,Integrated Freight & Logistics,NSE
TCI.NS,Transport Corporation of India Limited,Industrials,Integrated Freight & Logistics,NSE
TIGERLOGS.NS,Tiger Logistics (India) Ltd.,Industrials,Integrated Freight & Logistics,NSE
TOTAL.NS,Total Transport Systems Limited,Industrials,Integrated Freight & Logistics,NSE
TVSSCS.NS,TVS Supply Chain Solutions Limited,Industrials,Integrated Freight & Logistics,NSE
VLEGOV.NS,VL E-Governance & IT Solutions Limited,Industrials,Integrated Freight & Logistics,NSE
WCIL.NS,Western Carriers (India) Ltd.,Industrials,Integrated Freight & Logistics,NSE
AEROFLEX.NS,Aeroflex Industries Limited,Industrials,Manufacturing - Metal Fabrication,NSE
ALICON.NS,Alicon Castalloy Limited,Industrials,Manufacturing - Metal Fabrication,NSE
ATMASTCO.NS,Atmastco Ltd.,Industrials,Manufacturing - Metal Fabrication,NSE
BAHETI.NS,Baheti Recycling Industries Ltd.,Industrials,Manufacturing - Metal Fabrication,NSE
BALUFORGE.NS,Balu Forge Industries Limited,Industrials,Manufacturing - Metal Fabrication,NSE
DCM.NS,DCM Limited,Industrials,Manufacturing - Metal Fabrication,NSE
DEEDEV.NS,Dee Development Engineers Ltd.,Industrials,Manufacturing - Metal Fabrication,NSE
DPWIRES.NS,D.P. Wires Limited,Industrials,Manufacturing - Metal Fabrication,NSE
GANDHITUBE.NS,Gandhi Special Tubes Limited,Industrials,Manufacturing - Metal Fabrication,NSE
GANGAFORGE.NS,Ganga Forging Limited,Industrials,Manufacturing - Metal Fabrication,NSE
GRAVITA.NS,Gravita India Limited,Industrials,Manufacturing - Metal Fabrication,NSE
HAPPYFORGE.NS,Happy Forgings Limited,Industrials,Manufacturing - Metal Fabrication,NSE
HILTON.NS,Hilton Metal Forging Limited,Industrials,Manufacturing - Metal Fabrication,NSE
JAINAM.NS,Jainam Ferro Alloys (India) Ltd.,Industrials,Manufacturing - Metal Fabrication,NSE
KIRLOSIND.NS,Kirloskar Industries Limited,Industrials,Manufacturing - Metal Fabrication,NSE
KRISHCA.NS,Krishca Strapping Solutions Ltd.,Industrials,Manufacturing - Metal Fabrication,NSE
MANAKCOAT.NS,Manaksia Coated Metals & Industries Limited,Industrials,Manufacturing - Metal Fabrication,NSE
MANAKSIA.NS,Manaksia Limited,Industrials,Manufacturing - Metal Fabrication,NSE
MMFL.NS,M M Forgings Limited,Industrials,Manufacturing - Metal Fabrication,NSE
NELCAST.NS,Nelcast Limited,Industrials,Manufacturing - Metal Fabrication,NSE
PITTIENG.NS,Pitti Engineering Limited,Industrials,Manufacturing - Metal Fabrication,NSE
PTCIL.NS,PTC Industries Limited,Industrials,Manufacturing - Metal Fabrication,NSE
RHIM.NS,RHI Magnesita India Ltd.,Industrials,Manufacturing - Metal Fabrication,NSE
ROLEXRINGS.NS,Rolex Rings Limited,Industrials,Manufacturing - Metal Fabrication,NSE
SANSERA.NS,Sansera Engineering Limited,Industrials,Manufacturing - Metal Fabrication,NSE
SBCL.NS,Shivalik Bimetal Controls Limited,Industrials,Manufacturing - Metal Fabrication,NSE
SGIL.NS,Synergy Green Industries Limited,Industrials,Manufacturing - Metal Fabrication,NSE
SKP.NS,SKP Bearing Industries Ltd.,Industrials,Manufacturing - Metal Fabrication,NSE
SMLT.NS,Sarthak Metals Limited,Industrials,Manufacturing - Metal Fabrication,NSE
SUNCLAY.NS,Sundaram-Clayton Limited,Industrials,Manufacturing - Metal Fabrication,NSE
TEMBO.NS,Tembo Global Industries Limited,Industrials,Manufacturing - Metal Fabrication,NSE
TIRUPATIFL.NS,Tirupati Forge Limited,Industrials,Manufacturing - Metal Fabrication,NSE
COOLCAPS.NS,Cool Caps Industries Ltd.,Industrials,Manufacturing - Miscellaneous,NSE
DURLAX.NS,Durlax Top Surface Ltd.,Industrials,Manufacturing - Miscellaneous,NSE
ESFL.NS,Essen Speciality Films Ltd.,Industrials,Manufacturing - Miscellaneous,NSE
GRCL.NS,Gayatri Rubbers & Chemicals Ltd.,Industrials,Manufacturing - Miscellaneous,NSE
MASTER.NS,Master Components Ltd.,Industrials,Manufacturing - Miscellaneous,NSE
NIRAJISPAT.NS,Niraj Ispat Industries Ltd.,Industrials,Manufacturing - Miscellaneous,NSE
REXPIPES.NS,Rex Pipes & Cables Industries Ltd.,Industrials,Manufacturing - Miscellaneous,NSE
SHAILY.NS,Shaily Engineering Plastics Limited,Industrials,Manufacturing - Miscellaneous,NSE
DIGJAMLMTD.NS,Digjam Limited,Industrials,Manufacturing - Textiles,NSE
GLOSTERLTD.NS,Gloster Ltd,Industrials,Manufacturing - Textiles,NSE
MANOMAY.NS,Manomay Tex India Limited,Industrials,Manufacturing - Textiles,NSE
SHIVATEX.NS,Shiva Texyarn Limited,Industrials,Manufacturing - Textiles,NSE
ESABINDIA.NS,ESAB India Limited,Industrials,Manufacturing - Tools & Accessories,NSE
HARSHA.NS,Harsha Engineers International Limited,Industrials,Manufacturing - Tools & Accessories,NSE
LAKPRE.NS,Lakshmi Precision Screws Limited,Industrials,Manufacturing - Tools & Accessories,NSE
NIBL.NS,NRB Industrial Bearings Limited,Industrials,Manufacturing - Tools & Accessories,NSE
RKFORGE.NS,Ramkrishna Forgings Limited,Industrials,Manufacturing - Tools & Accessories,NSE
SKFINDIA.NS,SKF India Limited,Industrials,Manufacturing - Tools & Accessories,NSE
SKFINDUS.NS,Skf Ind (industrial) Ltd.,Industrials,Manufacturing - Tools & Accessories,NSE
STERTOOLS.NS,Sterling Tools Limited,Industrials,Manufacturing - Tools & Accessories,NSE
TIIL.NS,Technocraft Industries (India) Limited,Industrials,Manufacturing - Tools & Accessories,NSE
TIMKEN.NS,Timken India Limited,Industrials,Manufacturing - Tools & Accessories,NSE
WENDT.NS,Wendt (India) Limited,Industrials,Manufacturing - Tools & Accessories,NSE
ABSMARINE.NS,ABS Marine Services Ltd.,Industrials,Marine Shipping,NSE
ADANIPORTS.NS,Adani Ports and Special Economic Zone Limited,Industrials,Marine Shipping,NSE
ESSARSHPNG.NS,Essar Shipping Limited,Industrials,Marine Shipping,NSE
GESHIP.NS,The Great Eastern Shipping Company Limited,Industrials,Marine Shipping,NSE
GPPL.NS,Gujarat Pipavav Port Limited,Industrials,Marine Shipping,NSE
KMEW.NS,Knowledge Marine & Engineering Works Ltd.,Industrials,Marine Shipping,NSE
MARINE.NS,Marine Electricals (India) Limited,Industrials,Marine Shipping,NSE
OLIL.NS,Oneclick Logistics India Ltd.,Industrials,Marine Shipping,NSE
SCI.NS,The Shipping Corporation of India Limited,Industrials,Marine Shipping,NSE
SEAMECLTD.NS,Seamec Limited,Industrials,Marine Shipping,NSE
SHREEJISPG.NS,Shreeji Shipping Global Ltd.,Industrials,Marine Shipping,NSE
TRANSWORLD.NS,Transworld Shipping Lines Ltd.,Industrials,Marine Shipping,NSE
MONOPHARMA.NS,Mono Pharmacare Limited,Industrials,Medical - Distribution,NSE
QMSMEDI.NS,QMS Medical Allied Services Ltd.,Industrials,Medical - Distribution,NSE
CONCOR.NS,Container Corporation of India Limited,Industrials,Railroads,NSE
IRCTC.NS,Indian Railway Catering & Tourism Corporation Limited,Industrials,Railroads,NSE
JWL.NS,Jupiter Wagons Limited,Industrials,Railroads,NSE
QUADFUTURE.NS,Quadrant Future Tek Ltd.,Industrials,Railroads,NSE
TITAGARH.NS,Titagarh Rail Systems Limited,Industrials,Railroads,NSE
AWFIS.NS,Awfis Space Solutions Ltd.,Industrials,Rental & Leasing Services,NSE
CROWN.NS,Crown Lifters Limited,Industrials,Rental & Leasing Services,NSE
ECOSMOBLTY.NS,Ecos (India) Mobility & Hospitality Ltd.,Industrials,Rental & Leasing Services,NSE
SANGHVIMOV.NS,Sanghvi Movers Limited,Industrials,Rental & Leasing Services,NSE
TREL.NS,Transindia Real Estate Limited,Industrials,Rental & Leasing Services,NSE
MALLCOM.NS,Mallcom (India) Limited,Industrials,Security & Protection Services,NSE
SIS.NS,SIS Limited,Industrials,Security & Protection Services,NSE
ALLDIGI.NS,Alldigi Tech Ltd.,Industrials,Specialty Business Services,NSE
ARIHANTACA.NS,Arihant Academy Ltd.,Industrials,Specialty Business Services,NSE
BLSE.NS,BLS E-Services Limited,Industrials,Specialty Business Services,NSE
BLS.NS,BLS International Services Limited,Industrials,Specialty Business Services,NSE
BLUEPEBBLE.NS,Blue Pebble Ltd.,Industrials,Specialty Business Services,NSE
BLUSPRING.NS,Bluspring Enterprises Ltd.,Industrials,Specialty Business Services,NSE
CGRAPHICS.NS,Creative Graphics Solutions India Ltd.,Industrials,Specialty Business Services,NSE
CMSINFO.NS,CMS Info Systems Limited,Industrials,Specialty Business Services,NSE
DJML.NS,DJ Mediaprint & Logistics Limited,Industrials,Specialty Business Services,NSE
DUGLOBAL.NS,Dudigital Global Ltd.,Industrials,Specialty Business Services,NSE
EFACTOR.NS,E Factor Experiences Ltd.,Industrials,Specialty Business Services,NSE
GKWLIMITED.NS,GKW Limited,Industrials,Specialty Business Services,NSE
HGS.NS,Hinduja Global Solutions Limited,Industrials,Specialty Business Services,NSE
HRHNEXT.NS,HRH Next Services Ltd.,Industrials,Specialty Business Services,NSE
INFOLLION.NS,Infollion Research Services Ltd.,Industrials,Specialty Business Services,NSE
KANDARP.NS,Kandarp Digi Smart BPO Ltd.,Industrials,Specialty Business Services,NSE
KAPSTON.NS,Kapston Services Limited,Industrials,Specialty Business Services,NSE
KHFM.NS,KHFM Hospitality & Facility Management Services Ltd.,Industrials,Specialty Business Services,NSE
ONEPOINT.NS,One Point One Solutions Limited,Industrials,Specialty Business Services,NSE
PDSL.NS,PDS Limited,Industrials,Specialty Business Services,NSE
PLADAINFO.NS,Plada Infotech Services Ltd.,Industrials,Specialty Business Services,NSE
RADIANTCMS.NS,Radiant Cash Management Services Limited,Industrials,Specialty Business Services,NSE
REPRO.NS,Repro India Limited,Industrials,Specialty Business Services,NSE
RUCHINFRA.NS,Ruchi Infrastructure Limited,Industrials,Specialty Business Services,NSE
SERVICE.NS,Service Care Ltd.,Industrials,Specialty Business Services,NSE
UDS.NS,Updater Services Limited,Industrials,Specialty Business Services,NSE
VERTEXPLUS.NS,Vertexplus Technologies Ltd.,Industrials,Specialty Business Services,NSE
VINSYS.NS,Vinsys IT Services India Ltd.,Industrials,Specialty Business Services,NSE
WINNY.NS,Winny Immigration & Education Services Ltd.,Industrials,Specialty Business Services,NSE
AARVI.NS,Aarvi Encon Limited,Industrials,Staffing & Employment Services,NSE
ACEINTEG.NS,Ace Integrated Solutions Limited,Industrials,Staffing & Employment Services,NSE
AISL.NS,ANI Integrated Services Ltd.,Industrials,Staffing & Employment Services,NSE
IPSL.NS,Integrated Personnel Services Ltd.,Industrials,Staffing & Employment Services,NSE
QUESS.NS,Quess Corp Limited,Industrials,Staffing & Employment Services,NSE
SPECTSTM.NS,Spectrum Talent Management Ltd.,Industrials,Staffing & Employment Services,NSE
TEAMLEASE.NS,TeamLease Services Limited,Industrials,Staffing & Employment Services,NSE
COMMITTED.NS,Committed Cargo Care Ltd.,Industrials,Trucking,NSE
GICL.NS,Globe International Carriers Ltd.,Industrials,Trucking,NSE
NECCLTD.NS,North Eastern Carrying Corporation Limited,Industrials,Trucking,NSE
OBCL.NS,Orissa Bengal Carrier Limited,Industrials,Trucking,NSE
PRLIND.NS,Premier Roadlines Ltd.,Industrials,Trucking,NSE
SVLL.NS,Shree Vasu Logistics Limited,Industrials,Trucking,NSE
URBAN.NS,Urban Enviro Waste Management Ltd.,Industrials,Trucking,NSE
VRLLOG.NS,VRL Logistics Limited,Industrials,Trucking,NSE
AWHCL.NS,Antony Waste Handling Cell Limited,Industrials,Waste Management,NSE
NRL.NS,Nupur Recyclers Limited,Industrials,Waste Management,NSE
RACE.NS,Race Eco Chain Limited,Industrials,Waste Management,NSE
WABAG.NS,VA Tech Wabag Limited,Industrials,Waste Management,NSE
EFFWA.NS,Effwa Infra & Research Ltd.,null,null,NSE
FELIX.NS,Felix Industries Ltd.,null,null,NSE
HIGREEN.NS,Hi-Green Carbon Ltd.,null,null,NSE
AGIIL.NS,Agi Infra Ltd.,Real Estate,Real Estate - Development,NSE
AJMERA.NS,Ajmera Realty & Infra India Limited,Real Estate,Real Estate - Development,NSE
ALEMBICLTD.NS,Alembic Limited,Real Estate,Real Estate - Development,NSE
AMJLAND.NS,AMJ Land Holdings Limited,Real Estate,Real Estate - Development,NSE
ANANTRAJ.NS,Anant Raj Limited,Real Estate,Real Estate - Development,NSE
ANSALAPI.NS,Ansal Properties & Infrastructure Limited,Real Estate,Real Estate - Development,NSE
ARIHANTSUP.NS,Arihant Superstructures Limited,Real Estate,Real Estate - Development,NSE
ARKADE.NS,Arkade Developers Ltd.,Real Estate,Real Estate - Development,NSE
ARTNIRMAN.NS,Art Nirman Limited,Real Estate,Real Estate - Development,NSE
ARVSMART.NS,Arvind SmartSpaces Limited,Real Estate,Real Estate - Development,NSE
ASHIANA.NS,Ashiana Housing Limited,Real Estate,Real Estate - Development,NSE
BRIGADE.NS,Brigade Enterprises Limited,Real Estate,Real Estate - Development,NSE
COUNCODOS.NS,Country Condo's Limited,Real Estate,Real Estate - Development,NSE
DBREALTY.NS,Valor Estate Limited,Real Estate,Real Estate - Development,NSE
DHARAN.NS,Dharan Infra-EPC Limited,Real Estate,Real Estate - Development,NSE
DLF.NS,DLF Limited,Real Estate,Real Estate - Development,NSE
EMAMIREAL.NS,Emami Realty Limited,Real Estate,Real Estate - Development,NSE
GANESHHOU.NS,Ganesh Housing Limited,Real Estate,Real Estate - Development,NSE
GEECEE.NS,GeeCee Ventures Limited,Real Estate,Real Estate - Development,NSE
GODREJPROP.NS,Godrej Properties Limited,Real Estate,Real Estate - Development,NSE
HUBTOWN.NS,Hubtown Limited,Real Estate,Real Estate - Development,NSE
IBULLSLTD.NS,Indiabulls Ltd.,Real Estate,Real Estate - Development,NSE
KALPATARU.NS,Kalpataru Ltd.,Real Estate,Real Estate - Development,NSE
KOLTEPATIL.NS,Kolte-Patil Developers Limited,Real Estate,Real Estate - Development,NSE
KONTOR.NS,Kontor Space Ltd.,Real Estate,Real Estate - Development,NSE
LANCORHOL.NS,Lancor Holdings Limited,Real Estate,Real Estate - Development,NSE
LODHA.NS,Lodha Developers Ltd.,Real Estate,Real Estate - Development,NSE
MAHLIFE.NS,Mahindra Lifespace Developers Limited,Real Estate,Real Estate - Development,NSE
MARATHON.NS,Marathon Nextgen Realty Limited,Real Estate,Real Estate - Development,NSE
MAXESTATES.NS,Max Estates Limited,Real Estate,Real Estate - Development,NSE
NILAINFRA.NS,Nila Infrastructures Limited,Real Estate,Real Estate - Development,NSE
NILASPACES.NS,Nila Spaces Limited,Real Estate,Real Estate - Development,NSE
OBEROIRLTY.NS,Oberoi Realty Limited,Real Estate,Real Estate - Development,NSE
OMAXE.NS,Omaxe Limited,Real Estate,Real Estate - Development,NSE
OSWALAGRO.NS,Oswal Agro Mills Limited,Real Estate,Real Estate - Development,NSE
PANSARI.NS,Pansari Developers Limited,Real Estate,Real Estate - Development,NSE
PARSVNATH.NS,Parsvnath Developers Limited,Real Estate,Real Estate - Development,NSE
PENINLAND.NS,Peninsula Land Limited,Real Estate,Real Estate - Development,NSE
PRAENG.NS,Prajay Engineers Syndicate Limited,Real Estate,Real Estate - Development,NSE
PURVA.NS,Puravankara Limited,Real Estate,Real Estate - Development,NSE
RUSTOMJEE.NS,Keystone Realtors Limited,Real Estate,Real Estate - Development,NSE
RVHL.NS,Ravinder Heights Limited,Real Estate,Real Estate - Development,NSE
SBGLP.NS,Suratwwala Business Group Limited,Real Estate,Real Estate - Development,NSE
SHRIRAMPPS.NS,Shriram Properties Limited,Real Estate,Real Estate - Development,NSE
SIGNATURE.NS,Signatureglobal (India) Limited,Real Estate,Real Estate - Development,NSE
SOBHA.NS,Sobha Limited,Real Estate,Real Estate - Development,NSE
SUMIT.NS,Sumit Woods Limited,Real Estate,Real Estate - Development,NSE
SUNTECK.NS,Sunteck Realty Limited,Real Estate,Real Estate - Development,NSE
SUPREME.NS,Supreme Holdings & Hospitality (India) Ltd,Real Estate,Real Estate - Development,NSE
SURAJEST.NS,Suraj Estate Developers L,Real Estate,Real Estate - Development,NSE
TARC.NS,TARC Limited,Real Estate,Real Estate - Development,NSE
UMIYA-MRO.NS,Umiya Buildcon Ltd.,Real Estate,Real Estate - Development,NSE
VR.NS,V R Infraspace Ltd.,Real Estate,Real Estate - Development,NSE
EMBDL.NS,Embassy Developments Ltd.,Real Estate,Real Estate - Diversified,NSE
HDIL.NS,Housing Development and Infrastructure Limited,Real Estate,Real Estate - Diversified,NSE
HEMIPROP.NS,Hemisphere Properties India Limited,Real Estate,Real Estate - Diversified,NSE
PHOENIXLTD.NS,The Phoenix Mills Limited,Real Estate,Real Estate - Diversified,NSE
PRESTIGE.NS,Prestige Estates Projects Limited,Real Estate,Real Estate - Diversified,NSE
PROZONER.NS,Prozone Realty Ltd.,Real Estate,Real Estate - Diversified,NSE
UNITECH.NS,Unitech Limited,Real Estate,Real Estate - Diversified,NSE
VIPULLTD.NS,Vipul Limited,Real Estate,Real Estate - Diversified,NSE
3PLAND.NS,3P Land Holdings Limited,Real Estate,Real Estate - Services,NSE
CINELINE.NS,Cineline India Limited,Real Estate,Real Estate - Services,NSE
CORALFINAC.NS,Coral India Finance and Housing Limited,Real Estate,Real Estate - Services,NSE
EFCIL.NS,EFC (I) Ltd.,Real Estate,Real Estate - Services,NSE
